Your Input	Gene	Public Name	Status	Sequence Name	Other Name	Transcript	WormPep	Uniprot	TreeFam	RefSeq_mRNA	RefSeq_protein	RNAi Phenotype Observed	RNAi Phenotype Not Observed	Allele Phenotype Observed	Allele Phenotype Not Observed	Expr_pattern Tissue	Genomic Study Tissue	Expr_pattern LifeStage	Genomic Study LifeStage	Public Name	Disease Info	Human Ortholog	Description Type	Description Text
K10D11.5	WBGene00010749	K10D11.5	Live	K10D11.5	CELE_K10D11.5	K10D11.5,K10D11.5	CE16242	O17948	TF316078	NM_070089.3	NP_502490.1	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	germ line,intestine,OLL,PVD	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	K10D11.5	N.A.	ENSG00000143819|Panther	Automated_description	K10D11.5 is an ortholog of human EPHX1 (epoxide hydrolase 1); RNA sequencing and microarray studies indicate that K10D11.5 is regulated by D-glucopyranose, D-glucose, Cry5B, Quercetin, Hydrolyzable Tannins, Humic substances, Copper sulfate, single-walled carbon nanotubes, and Sirolimus; microarray and RNA sequencing studies indicate that K10D11.5 is enriched in the germ line and intestine and in the PVD and OLL neurons.
K11H12.11	WBGene00044723	K11H12.11	Live	K11H12.11	CELE_K11H12.11	K11H12.11,K11H12.11	CE39599	Q2L6V4	TF315857	NM_001047510.3	NP_001040975.1	N.A.	N.A.	N.A.	N.A.	N.A.	intestine,Z4.aapppap (5L) nucleus	N.A.	1-day post-L4 adult hermaphrodite Ce,adult Ce,blastula embryo Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	K11H12.11	N.A.	N.A.	Automated_description	Tiling array, microarray, and RNA sequencing studies indicate that K11H12.11 is regulated by hpl-2, nhr-114, blmp-1, prg-1, clk-1, daf-2, glp-1, mdt-15, hsf-1, set-25, and met-2; RNA sequencing and microarray studies indicate that K11H12.11 is regulated by D-glucopyranose and Colistin; tiling array and RNA sequencing studies indicate that K11H12.11 is enriched in the intestine and Z4.aapppap (5L) nucleus.
K11H12.4	WBGene00019660	K11H12.4	Live	K11H12.4	CELE_K11H12.4	K11H12.4,K11H12.4	CE12152	P91369	TF315857	NM_067568.3	NP_499969.1	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	germ line,intestine,neuron,OLL,pharyngeal muscle cell,PVD,Z4.aapppap (5L) nucleus	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,3-fold embryo Ce,5-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	K11H12.4	N.A.	N.A.	Automated_description	Microarray and RNA sequencing studies indicate that K11H12.4 is regulated by Heme, Diallyl trisulfide, Hydrogen sulfide, Copper sulfate, Rotenone, Tunicamycin, D-glucose, Resveratrol, Chlorpyrifos, Diazinon, Cry5B, Humic substances, Paraquat, Dafa#1, Sirolimus, and Ag nanoparticles; microarray, tiling array, and RNA sequencing studies indicate that K11H12.4 is enriched in the intestine, pharyngeal muscle cell, germ line, and Z4.aapppap (5L) nucleus and in neurons including the PVD and OLL neurons.
C18H9.6	WBGene00016004	C18H9.6	Live	C18H9.6	CELE_C18H9.6	C18H9.6,C18H9.6:wp151,C18H9.6	CE44820	Q09238	N.A.	NM_062963.4	NP_495364.3	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	AVE,germ line,intestine,OLL,pharynx,PVD,Z4.aapppap (5L) nucleus	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	C18H9.6	N.A.	N.A.	Automated_description	Microarray, tiling array, and RNA sequencing studies indicate that C18H9.6 is enriched in the pharynx, intestine, germ line, and Z4.aapppap (5L) nucleus and in the PVD, OLL, and AVE neurons.
C23H3.9	WBGene00016022	C23H3.9	Live	C23H3.9	CELE_C23H3.9	C23H3.9a,C23H3.9b,C23H3.9d,C23H3.9e,C23H3.9a:wp88,C23H3.9a:wp112,C23H3.9a:wp247,C23H3.9b:wp88,C23H3.9c:wp88,C23H3.9c:wp247,C23H3.9c,C23H3.9a,C23H3.9e.1,C23H3.9e.2,C23H3.9e.3,C23H3.9e.4,C23H3.9e.5,C23H3.9e.6,C23H3.9b.1,C23H3.9b.2,C23H3.9b.3,C23H3.9d.1,C23H3.9d.2	CE08326,CE32136,CE36980,CE50557	Q6A5A0,A0A0K3ATW3,H2KYX5,H2KYX6	TF316914	NM_061253.4,NR_132569.1,NM_001313585.1,NM_061252.5,NM_001026809.3	NP_493653.4,NP_001300514.1,NP_001021980.1,NP_493654.2	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	AVA,AVE,body wall musculature,neuron,OLL,pharynx,PVD,ventral nerve cord	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,blastula embryo Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	C23H3.9	N.A.	ENSG00000214309|ParaSite-Compara;Panther	Automated_description	C23H3.9 is an ortholog of human MBLAC1 (metallo-beta-lactamase domain containing 1); RNA sequencing and microarray studies indicate that C23H3.9 is regulated by Methylmercury hydroxide, Chlorpyrifos, Quercetin, single-walled carbon nanotubes, Paraquat, Selenium, Colistin, Dafa#1, and Sirolimus; microarray and tiling array studies indicate that C23H3.9 is enriched in the pharynx, ventral nerve cord, and body wall musculature and in neurons including the PVD, OLL, AVA, and AVE neurons.
arrd-7	WBGene00012464	arrd-7	Live	Y17G7B.11	CELE_Y17G7B.11	Y17G7B.11,Y17G7B.11:wp90,Y17G7B.11	CE32514	Q9XXI4	N.A.	NM_064166.2	NP_496567.2	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	intestine,OLL,pharyngeal muscle cell,PVD	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,4-cell embryo Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	arrd-7	N.A.	ENSG00000197070|ParaSite-Compara;Panther,ENSG00000105643|Inparanoid_8;Panther,ENSG00000265972|Panther,ENSG00000140450|Panther,ENSG00000113369|Panther,ENSG00000205784|Panther	Automated_description	arrd-7 is an ortholog of human ARRDC1 (arrestin domain containing 1) and ARRDC2 (arrestin domain containing 2); microarray, tiling array, and RNA sequencing studies indicate that arrd-7 is regulated by lin-15B, hpl-2, nhr-8, clk-1, swsn-2.2, npr-1, jmjd-3.1, jmjd-1.2, hsf-1, mir-60, let-418, chd-3, tdp-1, and lin-35; microarray studies indicate that arrd-7 is regulated by Resveratrol, Atrazine, Cry5B, Humic substances, Dafa#1, and Ag nanoparticles; microarray and tiling array studies indicate that arrd-7 is enriched in the intestine and pharyngeal muscle cell and in the PVD and OLL neurons.
pat-10	WBGene00003934	pat-10	Live	F54C1.7	tnc-1,let-646,CELE_F54C1.7	F54C1.7,F54C1.7.1,F54C1.7.2,F54C1.7.3,F54C1.7.4,F54C1.7.5,F54C1.7.6,F54C1.7.7,F54C1.7.8,F54C1.7.9	CE11052	G5EF37	TF318191	NM_059100.6	NP_491501.1	accumulated germline cell corpses,apoptosis variant,cell membrane organization biogenesis variant,chromosome condensation variant,cytokinesis variant emb,diplotene region organization variant,embryonic lethal,endomitotic oocytes,germ cell compartment anucleate,germ cell compartment expansion variant,gonad sheath contractions variant,larval lethal,maternal sterile,nuclear appearance variant,oocyte morphology variant,oocyte septum formation variant,oocytes lack nucleus,ovulation variant,paralyzed,pattern of transgene expression variant,rachis narrow,receptor mediated endocytosis defective,slow growth,spermatheca dilation defective,sterile,thrashing reduced	lethal,maternal sterile,oocyte meiotic maturation variant,organism morphology variant,protein aggregation variant,transgene subcellular localization variant,Variant	late larval lethal,lethal,paralyzed arrested elongation two fold	body wall muscle actin organization defective,body wall muscle myosin organization defective,pumping absent	body wall musculature,gonadal sheath cell,rectal muscle,vulval muscle	body wall musculature,dorsal nerve cord,germ line,lateral nerve cord,muscle cell,nerve ring,OLL,pharynx,PVD,somatic neuron,tail neuron,ventral nerve cord,vulval muscle	all stages Ce	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,4-cell embryo Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,adult male Ce,embryo Ce,L1 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce,oocyte-laying stage adult hermaphrodite Ce	pat-10	N.A.	ENSG00000129007|Panther,ENSG00000183166|Panther,ENSG00000157782|Panther,ENSG00000175544|Panther,ENSG00000167791|Panther,ENSG00000198668|Panther,ENSG00000100314|Panther,ENSG00000105507|Panther,ENSG00000178363|Panther,ENSG00000178372|Panther	Concise_description	pat-10 encodes body wall muscle troponin C, the calcium-binding component of the troponin complex of actin thin filaments; PAT-10 is essential for muscle contraction and thus for completion of embryonic morphogenesis and elongation; by homology, PAT-10 likely functions to regulate body wall muscle contraction in response to changes in intracellular calcium; PAT-10 is expressed in body wall muscle but is also detected in vulval and anal muscles; expression in body wall muscle begins during early embryonic morphogenesis, concurrent with expression of other body wall muscle structural components.
clec-205	WBGene00021602	clec-205	Live	Y46H3B.1	CELE_Y46H3B.1	Y46H3B.1a,Y46H3B.1b,Y46H3B.1a,Y46H3B.1b	CE30011,CE50986	A0A0K3AYB0,Q9N4W4	N.A.	NM_001313325.1,NM_071099.5	NP_001300254.1,NP_503500.2	fewer germ cells,no oocytes,nuclear appearance variant,patchy coloration,sperm morphology variant,sterile progeny	embryonic lethal,larval arrest,larval lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	clec-205	N.A.	N.A.	Automated_description	clec-205 is involved in gamete generation.
zig-7	WBGene00006984	zig-7	Live	F54D7.4	CELE_F54D7.4	F54D7.4,F54D7.4:wp99,F54D7.4	CE33929	O44730	TF315796	NM_059050.5	NP_491451.2	aldicarb resistant	aldicarb resistant,embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	behavior variant,body morphology variant,lethal,ventral nerve cord maintenance variant	body wall musculature,vulval muscle	anal depressor muscle,body wall muscle cell,body wall musculature,germ line,intestine,muscle cell,pharynx,Psub1,vulval muscle	adult Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce,postembryonic Ce	1-day post-L4 adult hermaphrodite Ce,2-cell embryo Ce,2-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,dauer larva Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	zig-7	N.A.	ENSG00000172270|Panther,ENSG00000170571|Panther,ENSG00000132821|Panther,ENSG00000156642|Panther	Concise_description	zig-7 encodes a predicted secreted protein that is a member of the immunoglobulin superfamily of proteins; loss of zig-7 activity via RNAi has been reported to result in aldicarb resistance; a zig-7::gfp reporter fusion is expressed in body wall muscle.
clec-204	WBGene00021603	clec-204	Live	Y46H3B.2	CELE_Y46H3B.2	Y46H3B.2,Y46H3B.2:wp109,Y46H3B.2	CE35805	Q9N4W5	TF316313	NM_071098.2	NP_503499.2	dauer lifespan extended	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	intestine	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	clec-204	N.A.	N.A.	Automated_description	Microarray and RNA sequencing studies indicate that clec-204 is regulated by Methylmercuric chloride, Rotenone, D-glucopyranose, Resveratrol, Cry5B, Humic substances, Paraquat, Colistin, Multi-walled carbon nanotubes, and Sirolimus; tiling array studies indicate that clec-204 is enriched in the intestine.
F36H2.3	WBGene00009500	F36H2.3	Live	F36H2.3	CELE_F36H2.3	F36H2.3a,F36H2.3b,F36H2.3c,F36H2.3d,F36H2.3e,F36H2.3f,F36H2.3g,F36H2.3:wp194,F36H2.3a:wp144,F36H2.3b:wp144,F36H2.3e,F36H2.3g,F36H2.3a,F36H2.3f,F36H2.3c,F36H2.3b,F36H2.3d	CE42998,CE46708,CE46790,CE46581,CE46803,CE46571,CE46676	H2L2F0,H2L2F3,Q7JL32,H2L2E9,H2L2F2,H2L2F4,H2L2F1	TF351665	NM_001264114.1,NM_001264111.1,NM_001264110.1,NM_001264115.1,NM_001264113.1,NM_001264112.1,NM_001264109.1	NP_001251041.1,NP_001251038.1,NP_001251043.1,NP_001251042.1,NP_001251040.1,NP_001251039.1,NP_001251044.1	N.A.	embryonic lethal,larval arrest,larval lethal,maternal sterile,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	head neuron,nervous system,tail neuron,vulva	amphid sheath cell,dopaminergic neuron,hermaphrodite-specific,intestine	adult Ce,larva Ce	1-day post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	F36H2.3	N.A.	ENSG00000117322|Inparanoid_8;Panther,ENSG00000121904|Panther,ENSG00000164796|Panther,ENSG00000101955|Panther,ENSG00000102359|Panther,ENSG00000021852|Panther,ENSG00000113600|Panther,ENSG00000157131|Panther,ENSG00000112936|Panther,ENSG00000244255|Panther,ENSG00000180644|Panther,ENSG00000091986|Panther,ENSG00000039537|Panther,ENSG00000091583|Panther,ENSG00000123838|Panther,ENSG00000196352|Panther,ENSG00000174938|Panther,ENSG00000063015|Panther,ENSG00000100095|Panther	Automated_description	F36H2.3 is an ortholog of human CR2 (complement C3d receptor 2); F36H2.3 is expressed in the nervous system and the vulva.
F36H2.5	WBGene00044404	F36H2.5	Live	F36H2.5	CELE_F36H2.5	F36H2.5,F36H2.5:wp192,F36H2.5	CE42782	Q4EVY0	TF351665	NM_001026290.3	NP_001021461.2	N.A.	embryonic lethal,maternal sterile,organism morphology variant,Variant	N.A.	N.A.	N.A.	amphid sheath cell,dopaminergic neuron	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	F36H2.5	N.A.	N.A.	N.A.	N.A.
Y38E10A.14	WBGene00012592	Y38E10A.14	Live	Y38E10A.14	CELE_Y38E10A.14	Y38E10A.14,Y38E10A.14:wp245,Y38E10A.14	CE50173	Q9NAJ7	N.A.	NM_064296.4	NP_496697.2	N.A.	embryonic lethal,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	germ line,hypodermis,male-specific	N.A.	1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,9-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,blastula embryo Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	Y38E10A.14	N.A.	N.A.	Concise_description	Y38E10A.14 encodes a novel protein.
R05A10.7	WBGene00011024	R05A10.7	Live	R05A10.7	CELE_R05A10.7	R05A10.7,R05A10.7:wp57,R05A10.7:wp165,R05A10.7:wp201,R05A10.7	CE43563	O45704	TF320732	NM_070314.3	NP_502715.3	N.A.	embryonic lethal,larval arrest,larval lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	NSM	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	R05A10.7	N.A.	N.A.	Automated_description	Microarray and RNA sequencing studies indicate that R05A10.7 is regulated by bar-1, tdp-1, sir-2.1, mir-243, aak-2, crh-1, and tax-6; RNA sequencing studies indicate that R05A10.7 is regulated by Methylmercury hydroxide; tiling array studies indicate that R05A10.7 is enriched in the NSM neurons.
Y46E12A.5	WBGene00194738	Y46E12A.5	Live	Y46E12A.5	CELE_Y46E12A.5	Y46E12A.5,Y46E12A.5	CE43959	C7GIK6	N.A.	NM_001267915.1	NP_001254844.1	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	N.A.	Y46E12A.5	N.A.	N.A.	Automated_description	Microarray and RNA sequencing studies indicate that Y46E12A.5 is regulated by clk-1, cco-1, and jmjd-3.1.
obr-1	WBGene00012930	obr-1	Live	Y47D3A.17	CELE_Y47D3A.17	Y47D3A.17a,Y47D3A.17b,Y47D3A.17c,Y47D3A.17d,Y47D3A.17e,Y47D3A.17:wp20,Y47D3A.17d,Y47D3A.17a,Y47D3A.17c,Y47D3A.17e,Y47D3A.17b	CE26105,CE28126,CE41471,CE24330,CE46383	A7DTF3,Q95Q23,Q9U2C7,A7DTF2,G2HK04	TF320922	NM_067047.4,NM_001129257.1,NM_001129258.3,NM_067048.4,NM_001268188.1	NP_499449.1,NP_001122729.1,NP_001255117.1,NP_001122730.1,NP_499448.1	Bacillus thuringiensis toxin hypersensitive,embryonic lethal,pore forming toxin hypersensitive	embryonic development variant,embryonic lethal,fat content variant,growth variant,larval arrest,larval lethal,lethal,maternal sterile,organism morphology variant,postembryonic development variant,slow growth,sterile progeny,Variant	N.A.	N.A.	N.A.	germ line,intestine	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,10-days post-L4 adult hermaphrodite Ce,20-days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,blastula embryo Ce,embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce	obr-1	N.A.	ENSG00000184792|ParaSite-Compara;Inparanoid_8;Panther,ENSG00000110048|ParaSite-Compara;Inparanoid_8;Panther	Automated_description	obr-1 is an ortholog of human OSBP2 (oxysterol binding protein 2) and Osbp (oxysterol binding protein); obr-1 is involved in embryo development.
Y50D4B.4	WBGene00021743	Y50D4B.4	Live	Y50D4B.4	Y50D4B.d,Y50D4B.d,CELE_Y50D4B.4	Y50D4B.4a,Y50D4B.4b,Y50D4B.4c,Y50D4B.4d,Y50D4B.4e,Y50D4B.4f,Y50D4B.4:wp110,Y50D4B.4:wp249,Y50D4B.4b,Y50D4B.4f,Y50D4B.4a,Y50D4B.4e,Y50D4B.4d,Y50D4B.4c	CE50955,CE50991,CE51047,CE50967,CE51001,CE50893	A0A0K3AT32,A0A0K3AYC5,A0A0K3ASH9,A0A0K3ASI0,A0A0K3AVD4,A0A0K3AW37	N.A.	NM_001313338.1,NM_001313341.1,NM_001313340.1,NM_001313342.1,NM_001313339.1,NM_001313343.1	NP_001300270.1,NP_001300267.1,NP_001300271.1,NP_001300272.1,NP_001300269.1,NP_001300268.1	N.A.	embryonic lethal,maternal sterile,organism morphology variant,Variant	N.A.	N.A.	N.A.	cephalic sheath cell,germ line,hypodermis,OLL,PVD	N.A.	1-cell embryo Ce,1-day post-L4 adult hermaphrodite Ce,2-days post-L4 adult hermaphrodite Ce,3-days post-L4 adult hermaphrodite Ce,7-10 days post-L4 adult hermaphrodite Ce,adult Ce,adult hermaphrodite Ce,all stages Ce,blastula embryo Ce,dauer larva Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,larva Ce	Y50D4B.4	N.A.	N.A.	Automated_description	RNA sequencing and microarray studies indicate that Y50D4B.4 is regulated by Rotenone, Tunicamycin, Manganese chloride, D-glucose, Resveratrol, Chlorpyrifos, Diazinon, Quercetin, Humic substances, Paraquat, Dafa#1, and Sirolimus; microarray, tiling array, and RNA sequencing studies indicate that Y50D4B.4 is enriched in the cephalic sheath cell, hypodermis, and germ line and in the PVD and OLL neurons.
